mp-1281333,"Full Formula (Cr4 O8)
Reduced Formula: CrO2
abc   :   4.471343   4.471343   5.990352
angles:  89.999914  89.999837  90.001896
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cr    0.5       0.5       0.744235     2.427
  1  Cr    2e-06     2e-06     0.505764     2.427
  2  Cr    0.5       0.5       0.244214     2.428
  3  Cr    0.999999  0.999999  0.005784     2.428
  4  O     0.201706  0.798294  0.251817    -0.208
  5  O     0.201708  0.798291  0.751805    -0.208
  6  O     0.798294  0.201706  0.251817    -0.208
  7  O     0.798291  0.201709  0.751805    -0.208
  8  O     0.298298  0.298298  0.998184    -0.208
  9  O     0.298297  0.298297  0.498194    -0.208
 10  O     0.701702  0.701702  0.998186    -0.208
 11  O     0.701703  0.701703  0.498196    -0.208",0.066799307
mp-1061769,"Full Formula (Cr1 Se2)
Reduced Formula: CrSe2
abc   :   3.459201   3.459201  11.776320
angles:  85.977741  85.977741  59.972701
pbc   :       True       True       True
Sites (3)
  #  SP           a         b          c    magmom
---  ----  --------  --------  ---------  --------
  0  Cr    0         0         -0            2.814
  1  Se    0.686725  0.686725   0.872954    -0.252
  2  Se    0.313275  0.313275   0.127046    -0.252",0.018039224
mp-1007923,"Full Formula (Cr1 Ni3)
Reduced Formula: CrNi3
abc   :   3.498689   3.498689   4.328303
angles: 113.838775 113.838775  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP        a     b     c    magmom
---  ----  -----  ----  ----  --------
  0  Cr    -0     0     -0       2.328
  1  Ni     0.5   0.5   -0      -0.147
  2  Ni     0.25  0.75   0.5    -0.217
  3  Ni     0.75  0.25   0.5    -0.217",0.040710809
mp-540922,"Full Formula (Cr8 Te24)
Reduced Formula: CrTe3
abc   :   8.206903  10.692247  11.557503
angles:  90.000000  90.000000 104.876944
pbc   :       True       True       True
Sites (32)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cr    0.672194  0.674047  0.000246     3.211
  1  Cr    0.827824  0.826001  0.500244     3.211
  2  Cr    0.327824  0.326001  0.999756     3.211
  3  Cr    0.172194  0.174047  0.499754     3.211
  4  Cr    0.487634  0.506155  0.284189     3.232
  5  Cr    0.012393  0.993855  0.784165     3.232
  6  Cr    0.512393  0.493855  0.715835     3.232
  7  Cr    0.987634  0.006155  0.215811     3.232
  8  Te    0.359507  0.567403  0.90614     -0.208
  9  Te    0.140449  0.932541  0.406105    -0.208
 10  Te    0.640449  0.432541  0.093895    -0.208
 11  Te    0.859507  0.067402  0.59386     -0.208
 12  Te    0.986124  0.236542  0.322787    -0.098
 13  Te    0.51386   0.263416  0.822794    -0.098
 14  Te    0.01386   0.763416  0.677206    -0.098
 15  Te    0.486124  0.736542  0.177213    -0.098
 16  Te    0.179135  0.428884  0.174689    -0.101
 17  Te    0.32087   0.071132  0.674666    -0.101
 18  Te    0.82087   0.571132  0.825333    -0.101
 19  Te    0.679135  0.928884  0.325311    -0.101
 20  Te    0.19792   0.402357  0.616       -0.116
 21  Te    0.302039  0.097676  0.115986    -0.116
 22  Te    0.802039  0.597676  0.384014    -0.116
 23  Te    0.69792   0.902357  0.884       -0.116
 24  Te    0.302359  0.597662  0.4484       0.007
 25  Te    0.197656  0.902338  0.948389     0.007
 26  Te    0.697656  0.402338  0.551611     0.007
 27  Te    0.802359  0.097662  0.0516       0.007
 28  Te    0.529313  0.7316    0.616157    -0.116
 29  Te    0.970723  0.768392  0.11612     -0.116
 30  Te    0.470723  0.268392  0.38388     -0.116
 31  Te    0.029313  0.2316    0.883843    -0.116",0.024468774
mp-1009581,"Full Formula (Cr1 Se2)
Reduced Formula: CrSe2
abc   :   3.529906   3.526225   5.773027
angles:  90.000000  89.961989 119.965514
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cr    0         0         0            2.847
  1  Se    0.666531  0.333266  0.752851    -0.253
  2  Se    0.333469  0.666734  0.247149    -0.253",0.03535291
mp-685055,"Full Formula (Cr8 Te16)
Reduced Formula: CrTe2
abc   :   7.726455   7.726583  12.399106
angles:  89.999649  90.004948 119.998647
pbc   :       True       True       True
Sites (24)
  #  SP            a          b         c    magmom
---  ----  ---------  ---------  --------  --------
  0  Cr    -8.3e-05    0.499971  0.250056     3.079
  1  Cr     0.500037   9.8e-05   0.250057     3.079
  2  Cr    -6e-06     -0         0.250032     3.079
  3  Cr    -6e-06     -4e-06     0.74998      3.078
  4  Cr     0.50007    0.499922  0.250041     3.079
  5  Cr     0.500048   0.499982  0.749954     3.078
  6  Cr     0.500052   7.7e-05   0.749951     3.078
  7  Cr     0.999936   0.499981  0.74996      3.078
  8  Te     0.16664    0.833325  0.126092    -0.246
  9  Te     0.166651   0.833344  0.626107    -0.245
 10  Te     0.333341   0.666662  0.37389     -0.246
 11  Te     0.333355   0.666682  0.873817    -0.245
 12  Te     0.166673   0.333341  0.6261      -0.245
 13  Te     0.166675   0.333349  0.1261      -0.246
 14  Te     0.666673   0.833333  0.626098    -0.245
 15  Te     0.66664    0.833318  0.126064    -0.246
 16  Te     0.333331   0.166658  0.873896    -0.245
 17  Te     0.333367   0.166671  0.374031    -0.246
 18  Te     0.833321   0.666624  0.374033    -0.246
 19  Te     0.833343   0.666675  0.873893    -0.245
 20  Te     0.666616   0.333308  0.625954    -0.245
 21  Te     0.666664   0.333314  0.125985    -0.246
 22  Te     0.833317   0.166699  0.374029    -0.246
 23  Te     0.83335    0.166671  0.873885    -0.245",0.031773864
mp-755263,"Full Formula (Cr1 S2)
Reduced Formula: CrS2
abc   :   3.357829   3.357825   5.443165
angles:  90.000658  89.999490 120.000613
pbc   :       True       True       True
Sites (3)
  #  SP           a         b          c    magmom
---  ----  --------  --------  ---------  --------
  0  Cr    0         1e-06     -1e-06        2.72
  1  S     0.333334  0.666664   0.245886    -0.258
  2  S     0.666665  0.333335   0.754114    -0.258",0.03938903
mp-1182452,"Full Formula (Cr13 Ga13)
Reduced Formula: CrGa
abc   :   7.791082   7.791082   7.791082
angles: 109.339310 109.339310 109.339315
pbc   :       True       True       True
Sites (26)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cr    0.5       0.5       0.5         -1.056
  1  Cr    0.854213  0.197967  0.197967    -1.345
  2  Cr    0.197967  0.854213  0.197967    -1.369
  3  Cr    0.197967  0.197967  0.854213    -1.387
  4  Cr    0.145787  0.802033  0.802033    -1.345
  5  Cr    0.802033  0.145787  0.802033    -1.369
  6  Cr    0.802033  0.802033  0.145787    -1.387
  7  Cr    0.393509  0.176906  0.176906     1.874
  8  Cr    0.176906  0.393509  0.176906     1.891
  9  Cr    0.176906  0.176906  0.393509     1.98
 10  Cr    0.606491  0.823094  0.823094     1.874
 11  Cr    0.823094  0.606491  0.823094     1.891
 12  Cr    0.823094  0.823094  0.606491     1.98
 13  Ga    0         0         0           -0.013
 14  Ga    0.191622  0.542902  0.542902     0.013
 15  Ga    0.542902  0.191622  0.542902     0.013
 16  Ga    0.542902  0.542902  0.191622     0.02
 17  Ga    0.808378  0.457098  0.457098     0.013
 18  Ga    0.457098  0.808378  0.457098     0.013
 19  Ga    0.457098  0.457098  0.808378     0.02
 20  Ga    0.114849  0.5       0.885151     0.044
 21  Ga    0.885151  0.114849  0.5          0.036
 22  Ga    0.5       0.885151  0.114849     0.047
 23  Ga    0.885151  0.5       0.114849     0.044
 24  Ga    0.114849  0.885151  0.5          0.036
 25  Ga    0.5       0.114849  0.885151     0.047",0.008621781
mp-1226209,"Full Formula (Cr1 Co3)
Reduced Formula: CrCo3
abc   :   2.504347   2.504347   8.000118
angles:  90.000000  90.000000 120.003525
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cr    0.66668   0.33332   0.375       -0.518
  1  Co    0.666683  0.333317  0.875        1.556
  2  Co    0.333319  0.666681  0.125704     0.888
  3  Co    0.333319  0.666681  0.624296     0.891",0.06306486
mp-1183749,"Full Formula (Cr2 Ir6)
Reduced Formula: CrIr3
abc   :   5.425356   5.425356   4.319030
angles:  90.000000  90.000000 119.999998
pbc   :       True       True       True
Sites (8)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Cr    0.333333  0.666667  0.75     2.04
  1  Cr    0.666667  0.333333  0.25     2.04
  2  Ir    0.167841  0.335681  0.25    -0.373
  3  Ir    0.664319  0.832159  0.25    -0.373
  4  Ir    0.167841  0.832159  0.25    -0.373
  5  Ir    0.832159  0.664319  0.75    -0.373
  6  Ir    0.335681  0.167841  0.75    -0.373
  7  Ir    0.832159  0.167841  0.75    -0.373",0.017347659
